Plek,Wijk,Postcode,Plaatsnaam,Prijs,Oppervlakte,Kamers,Interieur,Link,AangebodenSinds,Beschikbaarheid,Woningtype,Bouwjaar,Parkeren,Updated,Status
Lombardpassage,Bosch Binnenstad-Centrum,5211 JM,Den Bosch,1150,82,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-bosch/1325804/lombardpassage/,18-11-2022,Per 01-01-2023,Appartement,2011.0,Ja,2022-11-20,Active
Grote Kruisstraat,Hortusbuurt-Ebbingekwartier,9712 TR,Groningen,850,68,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/groningen/1325802/grote-kruisstraat/,18-11-2022,Per 01-12-2022,Huis,1920.0,Ja,2022-11-20,Active
Stadionweg,Stadionbuurt,1076 PK,Amsterdam,2500,100,5.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1325801/stadionweg/,18-11-2022,Per direct,Appartement,1906.0,Nee,2022-11-20,Active
Zieseniskade,De Weteringschans,1017 RS,Amsterdam,2900,67,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1325800/zieseniskade/,18-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Hooigracht,Pancras-West,2312 KS,Leiden,365,17,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/leiden/1325797/hooigracht/,18-11-2022,Per 01-02-2023,Kamer,,Nee,2022-11-20,Active
Borggrevelanden,Stroinkslanden-Zuid,7542 BT,Enschede,750,30,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/enschede/1325674/borggrevelanden/,18-11-2022,Per direct,Studio,1974.0,Ja,2022-11-20,Active
Parallelstraat,Amstenrade,6436 BR,Amstenrade,1250,100,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amstenrade/1325796/parallelstraat/,18-11-2022,Per 01-12-2022,Huis,,Ja,2022-11-20,Active
Westduinweg,Haag Vissershaven,2583 AD,Den Haag,1400,70,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/den-haag/1325795/westduinweg/,18-11-2022,Per direct,Appartement,1934.0,Nee,2022-11-20,Active
Wagenweg,Florapark,2012 NA,Haarlem,1200,55,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/haarlem/1325793/wagenweg/,18-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Active
Wilhelminastraat,Velp-Noord boven spoorlijn,6881 LJ,Velp,760,35,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/velp-gld/1325790/wilhelminastraat/,18-11-2022,Per 13-12-2022,Appartement,,Ja,2022-11-20,Active
Zuidhoek,Oud Charlois,3082 PH,Rotterdam,1295,90,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1325787/zuidhoek/,18-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Active
Vijfhagen,Tuinzigt,4812 XT,Breda,1175,65,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/breda/1151945/vijfhagen/,18-11-2022,Per 01-12-2022,Appartement,2012.0,Ja,2022-11-20,Active
Oud-Loosdrechtsedijk,Oud-Loosdrecht,1231 NB,Loosdrecht,4495,300,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/loosdrecht/1325789/oud-loosdrechtsedijk/,18-11-2022,Per 01-12-2022,Huis,,Ja,2022-11-20,Active
Bilderdijkstraat,Wipstrik-Noord,8023 BN,Zwolle,1250,89,5.0,,https://www.huurwoningen.nl/huren/zwolle/1325788/bilderdijkstraat/,18-11-2022,Per 01-01-2023,Huis,1963.0,Nee,2022-11-20,Active
Gestelsestraat,Aalst,5582 HE,Waalre,889,44,2.0,,https://www.huurwoningen.nl/huren/waalre/1325783/gestelsestraat/,18-11-2022,Per 01-12-2022,Appartement,2020.0,Nee,2022-11-20,Active
Stratumseind,Binnenstad,5611 ER,Eindhoven,1250,50,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/eindhoven/1325782/stratumseind/,18-11-2022,Per direct,Appartement,2011.0,Nee,2022-11-20,Active
Klingelbeek,Hanevoet,5655 EN,Eindhoven,1700,131,6.0,Gestoffeerd,https://www.huurwoningen.nl/huren/eindhoven/1325781/klingelbeek/,18-11-2022,Per 05-01-2023,Huis,,Ja,2022-11-20,Active
Agaatvlinder,Vlindertuin,1113 KL,Diemen,2500,130,5.0,,https://www.huurwoningen.nl/huren/diemen/1325779/agaatvlinder/,18-11-2022,Per direct,Huis,1994.0,Nee,2022-11-20,Active
Havensingel,Irisbuurt,5611 VW,Eindhoven,1800,95,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/eindhoven/1325778/havensingel/,18-11-2022,Per 27-12-2022,Appartement,1997.0,Ja,2022-11-20,Active
Houtlaan,Nieuwe Werk,3016 DA,Rotterdam,3500,132,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1325777/houtlaan/,18-11-2022,Per 01-01-2023,Appartement,2022.0,Nee,2022-11-20,Active
Ruime Consciëntiestraat,Levendaal-West,2311 MZ,Leiden,1295,54,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/leiden/1325775/ruime-conscientiestraat/,18-11-2022,Per 16-01-2023,Appartement,2019.0,Nee,2022-11-20,Active
Dr. Kuyperstraat,Haag Willemspark,2514 BB,Den Haag,1500,100,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1322223/dr-kuyperstraat/,2 weken,Per 01-12-2022,Appartement,1857.0,Nee,2022-11-20,Active
Oude Torenstraat,Centrum,1211 BV,Hilversum,1360,96,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/hilversum/1325770/oude-torenstraat/,18-11-2022,Per direct,Appartement,2017.0,Nee,2022-11-20,Active
Schootsestraat,Schoot,5616 RA,Eindhoven,1545,130,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/eindhoven/1325772/schootsestraat/,18-11-2022,Per 01-12-2022,Huis,1921.0,Ja,2022-11-20,Active
Gravin Adélastraat,Oude Noorden,3032 HA,Rotterdam,1650,66,3.0,,https://www.huurwoningen.nl/huren/rotterdam/1325771/gravin-adelastraat/,18-11-2022,Per 17-12-2022,Appartement,1983.0,Nee,2022-11-20,Active
Berkenstraat,Tussenbeeksbuurt,1971 KE,IJmuiden,1550,74,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/ijmuiden/1325769/berkenstraat/,18-11-2022,Per 02-12-2022,Huis,1927.0,Nee,2022-11-20,Active
Bilderdijkstraat,Hasselaersbuurt,2013 EK,Haarlem,4250,160,6.0,Gestoffeerd,https://www.huurwoningen.nl/huren/haarlem/1325768/bilderdijkstraat/,18-11-2022,Per direct,Huis,1900.0,Nee,2022-11-20,Active
Schoterweg,Generaalsbuurt,2021 HS,Haarlem,1550,59,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/haarlem/1325766/schoterweg/,18-11-2022,Per direct,Appartement,1906.0,Nee,2022-11-20,Active
Kopslaan,Blekersbuurt,2082 EJ,Santpoort-Zuid,1350,52,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/santpoort-zuid/1325765/kopslaan/,18-11-2022,Per 01-12-2022,Appartement,1979.0,Nee,2022-11-20,Active
Uranusstraat,Planetenbuurt,2024 GK,Haarlem,2750,110,6.0,Gemeubileerd,https://www.huurwoningen.nl/huren/haarlem/1325764/uranusstraat/,18-11-2022,Per direct,Huis,1937.0,Nee,2022-11-20,Active
Kamperlaan,Welgelegen,2012 JA,Haarlem,1695,65,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/haarlem/1325757/kamperlaan/,18-11-2022,Per 27-12-2022,Appartement,1897.0,Nee,2022-11-20,Active
Fazantenlaan,De Glip,2104 BC,Heemstede,1950,112,4.0,,https://www.huurwoningen.nl/huren/heemstede/1325755/fazantenlaan/,18-11-2022,Per 12-12-2022,Huis,1965.0,Nee,2022-11-20,Active
Militairenweg,Overveen,2051 ET,Overveen,3750,220,6.0,Gestoffeerd,https://www.huurwoningen.nl/huren/overveen/1325753/militairenweg/,18-11-2022,Per 01-12-2022,Huis,2010.0,Nee,2022-11-20,Active
Arie Hoospad,'s-Gravenland,3065 NM,Rotterdam,2500,200,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1325751/arie-hoospad/,18-11-2022,Per direct,Huis,,Nee,2022-11-20,Active
Krachtveld,De Velden,1359 KL,Almere,575,35,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/almere/1325740/krachtveld/,18-11-2022,Per direct,Studio,,Nee,2022-11-20,Active
Courbetstraat,Apollobuurt,1077 ZP,Amsterdam,2600,79,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amsterdam/1325750/courbetstraat/,18-11-2022,Per direct,Appartement,1933.0,Nee,2022-11-20,Active
Houtzaagmolen,Grote Waal - Buurt 13 06,1622 HK,Hoorn,1100,57,2.0,,https://www.huurwoningen.nl/huren/hoorn-nh/1325749/houtzaagmolen/,18-11-2022,Per direct,Appartement,1979.0,Nee,2022-11-20,Active
Hoogewoud,Zwaag - Buurt 30 02,1689 BD,Zwaag,1400,91,5.0,,https://www.huurwoningen.nl/huren/zwaag/1325748/hoogewoud/,18-11-2022,Per direct,Huis,1983.0,Nee,2022-11-20,Active
Korenbloemstraat,Volewijck,1032 GV,Amsterdam,2000,75,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1325746/korenbloemstraat/,18-11-2022,Per direct,Huis,1928.0,Nee,2022-11-20,Active
Teding van Berkhoutstraat,Van Zeggelenbuurt,2032 LP,Haarlem,1500,95,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/haarlem/1325745/teding-van-berkhoutstraat/,18-11-2022,Per 01-01-2023,Appartement,,Nee,2022-11-20,Active
Beukenlaan,Buitengebied-Odiliapeel,5409 SX,Odiliapeel,2800,320,14.0,Gemeubileerd,https://www.huurwoningen.nl/huren/odiliapeel/1325641/beukenlaan/,18-11-2022,Per 01-01-2023,Huis,1992.0,Ja,2022-11-20,Active
Nieuwe Uitleg,Haag Voorhout,2514 BP,Den Haag,2750,121,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/den-haag/1325744/nieuwe-uitleg/,18-11-2022,Per direct,Appartement,1994.0,Nee,2022-11-20,Active
3e Louise de Colignystraat,Haag Bezuidenhout-Midden,2595 ST,Den Haag,1000,75,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1325743/3e-louise-de-colignystraat/,18-11-2022,Per direct,Appartement,1918.0,Nee,2022-11-20,Active
Kronenburgsingel,Kronenburg,6831 GM,Arnhem,780,48,2.0,,https://www.huurwoningen.nl/huren/arnhem/1325742/kronenburgsingel/,18-11-2022,Per 01-01-2023,Appartement,2018.0,Nee,2022-11-20,Active
Kleinpolderlaan,aan den IJssel Kleinpolder,2911 PA,Nieuwerkerk aan den IJssel,593,22,,,https://www.huurwoningen.nl/huren/nieuwerkerk-aan-den-ijssel/1325741/kleinpolderlaan/,18-11-2022,Per 01-01-2023,Appartement,2019.0,Nee,2022-11-20,Active
Frankenstraat,Wittevrouwenveld,6224 GM,Maastricht,704,36,1.0,Kaal,https://www.huurwoningen.nl/huren/maastricht/1325739/frankenstraat/,18-11-2022,Per 01-01-2023,Appartement,1925.0,Ja,2022-11-20,Active
Kuipersdijk,Getfert,7512 CK,Enschede,925,60,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/enschede/1325733/kuipersdijk/,18-11-2022,Per 01-03-2023,Appartement,,Nee,2022-11-20,Active
Voortsweg,Roombeek-Roomveldje,7523 CJ,Enschede,1700,112,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/enschede/1325732/voortsweg/,18-11-2022,Per direct,Huis,,Ja,2022-11-20,Active
Weteringstraat,Centrum,1431 BC,Aalsmeer,1600,100,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/aalsmeer/1325731/weteringstraat/,18-11-2022,Per direct,Appartement,2006.0,Ja,2022-11-20,Active
Kerkekkers,Hulsel,5096 CL,Hulsel,1300,104,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/hulsel/1325730/kerkekkers/,18-11-2022,Per 19-12-2022,Huis,,Ja,2022-11-20,Active
Lopsterweg,Buitengebied Noord-'t Zandt,9914 PA,Zeerijp,1680,70,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/zeerijp/1325729/lopsterweg/,18-11-2022,Per direct,Huis,1979.0,Nee,2022-11-20,Active
Paterswoldseweg,Grunobuurt,9727 BR,Groningen,1195,94,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/groningen/1325728/paterswoldseweg/,18-11-2022,Per 01-12-2022,Appartement,1958.0,Nee,2022-11-20,Active
Mosterdpad,Molenrij,9977 SL,Kloosterburen,625,40,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/kloosterburen/1325727/mosterdpad/,18-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Westeind,Zuidbroek,9636 CD,Zuidbroek,600,40,1.0,Gemeubileerd,https://www.huurwoningen.nl/huren/zuidbroek/1325726/westeind/,18-11-2022,Per direct,Studio,2004.0,Ja,2022-11-20,Active
Vlasoorsteeg,Buitengebied Onnen,9755 TG,Onnen,695,40,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/onnen/1325725/vlasoorsteeg/,18-11-2022,Per direct,Appartement,,Ja,2022-11-20,Active
Ahornstraat,Haag Bomenbuurt,2565 ZX,Den Haag,1800,80,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/den-haag/1325486/ahornstraat/,18-11-2022,Per 23-11-2022,Appartement,1930.0,Nee,2022-11-20,Active
Nieuwe Wetering,Rotterdam Hoogvliet Noord,3194 TB,Hoogvliet Rotterdam,1650,109,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/hoogvliet-rotterdam/1325724/nieuwe-wetering/,18-11-2022,Per direct,Huis,1996.0,Nee,2022-11-20,Active
Dresselhuysstraat,Blijdorp,3039 ZH,Rotterdam,1400,117,4.0,,https://www.huurwoningen.nl/huren/rotterdam/1325723/dresselhuysstraat/,18-11-2022,Per 15-02-2023,Appartement,1937.0,Nee,2022-11-20,Active
Zilkerduinweg,Zilk De Zilk,2191 AR,De Zilk,1850,110,5.0,Gemeubileerd,https://www.huurwoningen.nl/huren/de-zilk/1325434/zilkerduinweg/,18-11-2022,Per 10-07-2023,Huis,1958.0,Ja,2022-11-20,Active
Pijlkruidstraat,IJburg West,1087 CE,Amsterdam,2750,135,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amsterdam/1325722/pijlkruidstraat/,18-11-2022,Per 01-01-2023,Huis,2003.0,Nee,2022-11-20,Active
Krimweg,Bosgebied Hoenderloo,7351 TM,Hoenderloo,1200,55,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/hoenderloo-apeldoorn/1325640/krimweg/,18-11-2022,Per direct,Kamer,2021.0,Nee,2022-11-20,Active
de Favaugeplein,Boulevard Midden,2042 TR,Zandvoort,2100,78,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/zandvoort/1325721/de-favaugeplein/,18-11-2022,Per direct,Appartement,1950.0,Nee,2022-11-20,Active
Sonsbeeksingel,St. Marten,6821 AA,Arnhem,1050,70,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/arnhem/1325720/sonsbeeksingel/,18-11-2022,Per 23-01-2023,Appartement,1890.0,Nee,2022-11-20,Active
Maaspoort,Maaspoort,6001 BN,Weert,795,59,1.0,Kaal,https://www.huurwoningen.nl/huren/weert/1325719/maaspoort/,18-11-2022,Per 16-12-2022,Studio,2020.0,Ja,2022-11-20,Active
Vredenburg,Wijk C,3511 BD,Utrecht,1000,40,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/utrecht/1325718/vredenburg/,18-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Nat King Colestraat,Muziekwijk noord,1311 PA,Almere,1695,117,5.0,Gemeubileerd,https://www.huurwoningen.nl/huren/almere/1325717/nat-king-colestraat/,18-11-2022,Per 15-12-2022,Huis,1992.0,Ja,2022-11-20,Active
Van Nijenrodeweg,Buitenveldert-West,1082 HH,Amsterdam,1450,35,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1325716/van-nijenrodeweg/,18-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Arduinlaan,Vinkhuizen-Zuid,9743 TG,Groningen,290,6,1.0,Gemeubileerd,https://www.huurwoningen.nl/huren/groningen/1325714/arduinlaan/,18-11-2022,Per 01-01-2023,Kamer,,Nee,2022-11-20,Active
Ebenhaëzerstraat,Carnisse,3083 RP,Rotterdam,575,14,1.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1303869/ebenhaezerstraat/,18-11-2022,Per 01-12-2022,Kamer,,Nee,2022-11-20,Active
Ebenhaëzerstraat,Carnisse,3083 RP,Rotterdam,575,14,1.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1202024/ebenhaezerstraat/,18-11-2022,Per direct,Kamer,1920.0,Nee,2022-11-20,Active
Brandsmastraat,Oosterwei,2806 KV,Gouda,1095,63,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/gouda/1325713/brandsmastraat/,18-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Parallelweg,Vettenoordse Polder Oost,3131 DG,Vlaardingen,1400,125,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/vlaardingen/1325712/parallelweg/,18-11-2022,Per 01-01-2023,Appartement,,Nee,2022-11-20,Active
Delftsevaart,Stadsdriehoek,3011 HL,Rotterdam,1350,65,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1325711/delftsevaart/,18-11-2022,Per 01-12-2022,Appartement,1952.0,Nee,2022-11-20,Active
Oldenzaalsestraat,Noord,7557 GL,Hengelo,645,27,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/hengelo/1325494/oldenzaalsestraat/,18-11-2022,Per 01-12-2022,Kamer,1969.0,Ja,2022-11-20,Active
Westhaven,De Baan e.o.,2801 PM,Gouda,1330,70,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/gouda/1325708/westhaven/,18-11-2022,Per direct,Appartement,1928.0,Nee,2022-11-20,Active
Stuyvesantstraat,Haag Bezuidenhout-Oost,2593 GT,Den Haag,1400,85,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/den-haag/1325707/stuyvesantstraat/,18-11-2022,Per direct,Appartement,1900.0,Nee,2022-11-20,Active
Monnetlaan,Kanaleneiland-Noord,3527 GS,Utrecht,1595,120,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/utrecht/1325706/monnetlaan/,18-11-2022,Per direct,Appartement,,Ja,2022-11-20,Active
Loeff Berchmakerstraat,Breedstraat en Plompetorengracht en omgeving,3512 TD,Utrecht,1695,55,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/utrecht/1325705/loeff-berchmakerstraat/,18-11-2022,Per direct,Huis,1900.0,Ja,2022-11-20,Active
Haulerwijksterweg,Verspreide huizen Een,9342 TJ,Een,1100,150,7.0,Kaal,https://www.huurwoningen.nl/huren/een/1324536/haulerwijksterweg/,18-11-2022,Per 01-02-2023,Huis,1930.0,Ja,2022-11-20,Active
Wilhelm Linnemannstraat,Biezen,6541 GT,Nijmegen,2375,115,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/nijmegen/1325698/wilhelm-linnemannstraat/,18-11-2022,Per 15-12-2022,Appartement,2022.0,Ja,2022-11-20,Active
Gralda,Buitengebied Menaam,9036 JJ,Menaam,580,42,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/menaam/1320930/gralda/,3 weken,Per direct,Huis,2014.0,Ja,2022-11-20,Active
Fuutweg,Brummelhof,7331 CS,Apeldoorn,1295,100,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/apeldoorn/1325704/fuutweg/,18-11-2022,Per direct,Huis,,Nee,2022-11-20,Active
Lodewijk van Velthemstraat,Overdie-West,1813 BJ,Alkmaar,1032,70,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/alkmaar/1325703/lodewijk-van-velthemstraat/,18-11-2022,Per 15-12-2022,Appartement,2018.0,Nee,2022-11-20,Active
Dagvlinder,Zijlwijk-Noord,2317 JK,Leiden,1195,60,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/leiden/1325702/dagvlinder/,18-11-2022,Per direct,Appartement,1976.0,Nee,2022-11-20,Active
Gerbrand Swartlaan,Woubrugge-West,2481 AK,Woubrugge,1650,95,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/woubrugge/1325701/gerbrand-swartlaan/,18-11-2022,Per 01-12-2022,Huis,1960.0,Nee,2022-11-20,Active
Folkingestraat,Binnenstad-Zuid,9711 JV,Groningen,1295,130,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/groningen/1325700/folkingestraat/,18-11-2022,Per 21-11-2022,Appartement,,Nee,2022-11-20,Active
Paulus Backxstraat,op Zoom Vestinggronden-Noord,4611 DK,Bergen op Zoom,1300,155,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/bergen-op-zoom/1325699/paulus-backxstraat/,18-11-2022,Per direct,Huis,1935.0,Nee,2022-11-20,Active
Prinsessesingel,Winkelcentrum,5911 HT,Venlo,495,28,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/venlo/1155161/prinsessesingel/,18-11-2022,Per direct,Studio,,Nee,2022-11-20,Active
Delftweg,Vrijenban,2289 BC,Rijswijk,2250,105,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rijswijk/1325697/delftweg/,18-11-2022,Per direct,Huis,,Ja,2022-11-20,Active
Meidoornstraat,Verspreide huizen Ell,6011 RT,Ell,975,115,4.0,,https://www.huurwoningen.nl/huren/ell/1325696/meidoornstraat/,18-11-2022,Per 01-12-2022,Huis,1953.0,Nee,2022-11-20,Active
Prinsengracht,Grachtengordel-West,1015 DT,Amsterdam,2500,70,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1325695/prinsengracht/,18-11-2022,Per 01-12-2022,Appartement,1750.0,Nee,2022-11-20,Active
De Lierhof,Westlandgracht,1059 WE,Amsterdam,2450,116,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1325694/de-lierhof/,18-11-2022,Per direct,Appartement,2000.0,Nee,2022-11-20,Active
Madurastraat,Indische Buurt West,1094 GL,Amsterdam,2575,65,3.0,,https://www.huurwoningen.nl/huren/amsterdam/1325693/madurastraat/,18-11-2022,Per 01-01-2023,Appartement,,Nee,2022-11-20,Active
Wolbrantskerkweg,Osdorp-Midden,1069 DA,Amsterdam,2495,132,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amsterdam/1325692/wolbrantskerkweg/,18-11-2022,Per 25-11-2022,Appartement,,Ja,2022-11-20,Active
Vlaardingerdijk,Distillateursbuurt,3117 ZS,Schiedam,1495,58,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/schiedam/1325691/vlaardingerdijk/,18-11-2022,Per 01-01-2023,Appartement,1957.0,Ja,2022-11-20,Active
Wiborgeiland,Houthavens,1014 ZC,Amsterdam,6500,169,6.0,,https://www.huurwoningen.nl/huren/amsterdam/1325690/wiborgeiland/,18-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Dommer van Poldersveldtweg,Hengstdal,6523 CV,Nijmegen,1795,89,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/nijmegen/1325689/dommer-van-poldersveldtweg/,18-11-2022,Per 09-01-2023,Huis,1905.0,Ja,2022-11-20,Active
Putstraat,Sittard-Centrum,6131 HM,Sittard,615,45,3.0,,https://www.huurwoningen.nl/huren/sittard/1325688/putstraat/,18-11-2022,Per direct,Appartement,1850.0,Nee,2022-11-20,Active
De Haver,Graanbuurt,5384 XA,Heesch,1200,138,8.0,,https://www.huurwoningen.nl/huren/heesch/1325687/de-haver/,18-11-2022,Per direct,Huis,1987.0,Nee,2022-11-20,Active
Top Naefflaan,De Wijert-Zuid,9721 VG,Groningen,1140,98,3.0,,https://www.huurwoningen.nl/huren/groningen/1325686/top-naefflaan/,18-11-2022,Per direct,Appartement,1972.0,Nee,2022-11-20,Active
Derde Hugo de Grootstraat,Frederik Hendrikbuurt,1052 LK,Amsterdam,1850,51,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amsterdam/1325685/derde-hugo-de-grootstraat/,18-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Winklerlaan,Tuindorp-Oost,3571 KG,Utrecht,2995,165,5.0,,https://www.huurwoningen.nl/huren/utrecht/1325684/winklerlaan/,18-11-2022,Per direct,Huis,2017.0,Nee,2022-11-20,Active
Winklerlaan,Tuindorp-Oost,3571 KG,Utrecht,3250,165,5.0,Gemeubileerd,https://www.huurwoningen.nl/huren/utrecht/1325683/winklerlaan/,18-11-2022,Per 01-12-2022,Huis,2017.0,Nee,2022-11-20,Active
Jan van Scorelstraat,Schildersbuurt,3583 CK,Utrecht,2250,100,4.0,,https://www.huurwoningen.nl/huren/utrecht/1325682/jan-van-scorelstraat/,18-11-2022,Per 01-01-2023,Appartement,,Nee,2022-11-20,Active
Breihutterweg,Buitengebied Kootwijkerbroek,3774 LE,Kootwijkerbroek,1175,74,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/kootwijkerbroek/1325681/breihutterweg/,18-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Active
Bagijnenstraat,Stadsdriehoek,3011 HA,Rotterdam,1750,80,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1325680/bagijnenstraat/,18-11-2022,Per 01-12-2022,Appartement,1953.0,Nee,2022-11-20,Active
Jonker Fransstraat,Rubroek,3031 AM,Rotterdam,1295,57,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1325679/jonker-fransstraat/,18-11-2022,Per direct,Appartement,1952.0,Nee,2022-11-20,Active
Admiraal de Ruyterweg,Rubroek,3031 AD,Rotterdam,1350,64,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1325678/admiraal-de-ruyterweg/,18-11-2022,Per direct,Appartement,1951.0,Nee,2022-11-20,Active
Snellestraat,Bosch Binnenstad-Centrum,5211 EM,Den Bosch,1125,68,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-bosch/1325677/snellestraat/,18-11-2022,Per 01-12-2022,Appartement,1920.0,Ja,2022-11-20,Active
Kloosterwandstraat,Binnenstad,6041 HJ,Roermond,1050,112,3.0,Kaal,https://www.huurwoningen.nl/huren/roermond/1325676/kloosterwandstraat/,18-11-2022,Per 01-12-2022,Appartement,1978.0,Nee,2022-11-20,Active
Joop den Uyllaan,Schiehart,3119 VJ,Schiedam,1750,89,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/schiedam/1325672/joop-den-uyllaan/,18-11-2022,Per direct,Appartement,2003.0,Nee,2022-11-20,Active
Ruychrocklaan,Haag Duinzigt,2597 EH,Den Haag,2200,141,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1325670/ruychrocklaan/,18-11-2022,Per direct,Appartement,1971.0,Nee,2022-11-20,Active
Dokter Schöyerstraat,Stalkaarsen,4205 KW,Gorinchem,1800,63,5.0,Gemeubileerd,https://www.huurwoningen.nl/huren/gorinchem/1325669/dokter-schoeyerstraat/,17-11-2022,Per direct,Huis,,Ja,2022-11-20,Active
Capucijnenstraat,Sint Anna Zuid,5025 LD,Tilburg,545,12,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/tilburg/1325668/capucijnenstraat/,17-11-2022,Per 01-12-2022,Kamer,,Ja,2022-11-20,Active
